Symbol,Name,Sector,Industry,Summary Quote,Exchange
BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/beat,NASDAQ
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh,NASDAQ
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn,NASDAQ
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx,NASDAQ
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf,NYSE
FCPT,"Four Corners Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fcpt,NYSE
DLX,Deluxe Corporation,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/dlx,NYSE
USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/usna,NYSE
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments,https://www.nasdaq.com/symbol/neo,NASDAQ
CMP,"Compass Minerals International, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp,NYSE
MXL,"MaxLinear, Inc",Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl,NYSE
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik,NASDAQ
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glng,NASDAQ
BZUN,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,NASDAQ
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/run,NASDAQ
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem,NYSE
LXFT,"Luxoft Holding, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/lxft,NYSE
TVPT,Travelport Worldwide Limited,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tvpt,NYSE
OAS,Oasis Petroleum Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas,NYSE
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs,NYSE
NSIT,"Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nsit,NASDAQ
AVNS,"Avanos Medical, Inc.",Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns,NYSE
PAAS,Pan American Silver Corp.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/paas,NASDAQ
SGMS,Scientific Games Corp,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms,NASDAQ
JELD,"JELD-WEN Holding, Inc.",Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld,NYSE
JACK,Jack In The Box Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack,NASDAQ
FIX,"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix,NYSE
IPHI,Inphi Corporation,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi,NYSE
ROIC,Retail Opportunity Investments Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic,NASDAQ
PDD,Pinduoduo Inc.,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pdd,NASDAQ
CLNC,"Colony Credit Real Estate, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc,NYSE
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor,NYSE
DLPH,Delphi Technologies PLC,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dlph,NYSE
CROX,"Crocs, Inc.",Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,NASDAQ
BID,Sotheby&#39;s,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid,NYSE
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/prgs,NASDAQ
SANM,Sanmina Corporation,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm,NASDAQ
UPWK,Upwork Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk,NASDAQ
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc,NYSE
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/vrns,NASDAQ
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl,NYSE
EURN,Euronav NV,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/eurn,NYSE
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds,NASDAQ
GRPN,"Groupon, Inc.",Technology,Advertising,https://www.nasdaq.com/symbol/grpn,NASDAQ
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc,NYSE
OSB,Norbord Inc.,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb,NYSE
IOSP,Innospec Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp,NASDAQ
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli,NYSE
ITRI,"Itron, Inc.",Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,NASDAQ
ANAB,"AnaptysBio, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,NASDAQ
AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe,NYSE
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pdco,NASDAQ
GCP,GCP Applied Technologies Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gcp,NYSE
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr,NYSE
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/inov,NASDAQ
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr,NYSE
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii,NASDAQ
COT,Cott Corporation,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot,NYSE
GVA,Granite Construction Incorporated,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/gva,NYSE
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit,NASDAQ
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp,NASDAQ
PQG,PQ Group Holdings Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pqg,NYSE
YEXT,"Yext, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/yext,NYSE
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,NASDAQ
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/idcc,NASDAQ
INT,World Fuel Services Corporation,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/int,NYSE
VRRM,Verra Mobility Corporation,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/vrrm,NASDAQ
SOGO,Sogou Inc.,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,NYSE
PINC,"Premier, Inc.",Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pinc,NASDAQ
CRSP,CRISPR Therapeutics AG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,NASDAQ
AUY,Yamana Gold Inc.,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy,NYSE
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,NASDAQ
POL,PolyOne Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pol,NYSE
QURE,uniQure N.V.,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure,NASDAQ
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh,NYSE
RH,RH,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh,NYSE
BDC,Belden Inc,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc,NYSE
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg,NASDAQ
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay,NASDAQ
SSW,Seaspan Corporation,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw,NYSE
ERF,Enerplus Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf,NYSE
DRH,Diamondrock Hospitality Company,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh,NYSE
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas,NYSE
ADNT,Adient plc,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt,NYSE
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,NASDAQ
XLRN,Acceleron Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,NASDAQ
CPG,Crescent Point Energy Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg,NYSE
EYE,"National Vision Holdings, Inc.",Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye,NASDAQ
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele,NASDAQ
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,NASDAQ
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx,NYSE
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby,NASDAQ
EVTC,"Evertec, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/evtc,NYSE
KBH,KB Home,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh,NYSE
AAT,"American Assets Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat,NYSE
POWI,"Power Integrations, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/powi,NASDAQ
SWN,Southwestern Energy Company,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn,NYSE
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar,NASDAQ
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks,NASDAQ
SVMK,SVMK Inc.,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/svmk,NASDAQ
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi,NASDAQ
TELL,Tellurian Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell,NASDAQ
LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii,NYSE
BEST,BEST Inc.,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/best,NYSE
ITGR,Integer Holdings Corporation,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr,NYSE
APPN,Appian Corporation,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,NASDAQ
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake,NASDAQ
WING,Wingstop Inc.,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wing,NASDAQ
GTN,"Gray Television, Inc.",Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/gtn,NYSE
WOR,"Worthington Industries, Inc.",Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/wor,NYSE
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain,NASDAQ
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre,NASDAQ
NTCT,"NetScout Systems, Inc.",Technology,EDP Services,https://www.nasdaq.com/symbol/ntct,NASDAQ
PTCT,"PTC Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptct,NASDAQ
MLHR,"Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/mlhr,NASDAQ
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx,NASDAQ
ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,NASDAQ
MTDR,Matador Resources Company,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr,NYSE
AIT,"Applied Industrial Technologies, Inc.",Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait,NYSE
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak,NYSE
RES,"RPC, Inc.",Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res,NYSE
AR,Antero Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar,NYSE
JAG,Jagged Peak Energy Inc.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag,NYSE
WDFC,WD-40 Company,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc,NASDAQ
WK,Workiva Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/wk,NYSE
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,NASDAQ
RRC,Range Resources Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rrc,NYSE
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok,NASDAQ
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn,NASDAQ
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,NASDAQ
PUMP,ProPetro Holding Corp.,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/pump,NYSE
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco,NASDAQ
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee,NASDAQ
VNE,"Veoneer, Inc.",Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vne,NYSE
TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex,NYSE
CVA,Covanta Holding Corporation,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva,NYSE
GEO,Geo Group Inc (The),Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/geo,NYSE
AIN,Albany International Corporation,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain,NYSE
RETA,"Reata Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta,NASDAQ
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/halo,NASDAQ
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,NASDAQ
ZUO,"Zuora, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zuo,NYSE
AKR,Acadia Realty Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr,NYSE
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/crs,NYSE
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,NASDAQ
WBT,"Welbilt, Inc.",Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wbt,NYSE
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,NASDAQ
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant,NASDAQ
INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/insm,NASDAQ
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl,NYSE
AMN,AMN Healthcare Services Inc,Technology,Professional Services,https://www.nasdaq.com/symbol/amn,NYSE
BLD,TopBuild Corp.,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld,NYSE
XHR,"Xenia Hotels & Resorts, Inc.",Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/xhr,NYSE
AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,NASDAQ
TROX,Tronox Holdings plc,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox,NYSE
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc,NYSE
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx,NASDAQ
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md,NYSE
CXW,"CoreCivic, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw,NYSE
AKCA,"Akcea Therapeutics, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,NASDAQ
CLNY,"Colony Capital, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny,NYSE
IIVI,II-VI Incorporated,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/iivi,NASDAQ
IBA,"Industrias Bachoco, S.A. de C.V.",Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba,NYSE
ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,NASDAQ
FUL,H. B. Fuller Company,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/ful,NYSE
QTS,"QTS Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/qts,NYSE
HCSG,"Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hcsg,NASDAQ
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc,NYSE
WERN,"Werner Enterprises, Inc.",Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/wern,NASDAQ
SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail,NYSE
PTLA,"Portola Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptla,NASDAQ
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,NYSE
QDEL,Quidel Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qdel,NASDAQ
WLL,Whiting Petroleum Corporation,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wll,NYSE
SUN,Sunoco LP,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun,NYSE
WCC,"WESCO International, Inc.",Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/wcc,NYSE
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc,NYSE
CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,NASDAQ
KOS,Kosmos Energy Ltd.,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos,NYSE
TRTN,Triton International Limited,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn,NYSE
ARGX,argenx SE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,NASDAQ
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu,NYSE
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rpd,NASDAQ
AAON,"AAON, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,NASDAQ
ADC,Agree Realty Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc,NYSE
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm,NASDAQ
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn,NASDAQ
PENN,"Penn National Gaming, Inc.",Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/penn,NASDAQ
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad,NYSE
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa,NYSE
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd,NYSE
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators,https://www.nasdaq.com/symbol/pdm,NYSE
CEQP,Crestwood Equity Partners LP,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp,NYSE
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/grfs,NASDAQ
GSH,Guangshen Railway Company Limited,Transportation,Railroads,https://www.nasdaq.com/symbol/gsh,NYSE
EVOP,"EVO Payments, Inc.",Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop,NASDAQ
RPAI,"Retail Properties of America, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai,NYSE
SWCH,"Switch, Inc.",Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,NYSE
HMSY,HMS Holdings Corp,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/hmsy,NASDAQ
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp,NYSE
CXP,"Columbia Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp,NYSE
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/icpt,NASDAQ
GKOS,Glaukos Corporation,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gkos,NYSE
HI,Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi,NYSE
KFY,Korn Ferry ,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy,NYSE
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz,NASDAQ
CNDT,Conduent Incorporated,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt,NYSE
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/sfix,NASDAQ
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro,NASDAQ
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn,NYSE
PCH,PotlatchDeltic Corporation,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pch,NASDAQ
X,United States Steel Corporation,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/x,NYSE
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl,NASDAQ
ALTR,Altair Engineering Inc.,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,NASDAQ
CBT,Cabot Corporation,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cbt,NYSE
REZI,"Resideo Technologies, Inc.",Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/rezi,NYSE
WHD,"Cactus, Inc.",Energy,Metal Fabrications,https://www.nasdaq.com/symbol/whd,NYSE
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs,NYSE
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/esi,NYSE
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg,NASDAQ
CAR,"Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,NASDAQ
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site,NYSE
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,https://www.nasdaq.com/symbol/crus,NASDAQ
B,"Barnes Group, Inc.",Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,NYSE
STN,Stantec Inc,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn,NYSE
AVX,AVX Corporation,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,NYSE
GEL,"Genesis Energy, L.P.",Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/gel,NYSE
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd,NYSE
NUS,"Nu Skin Enterprises, Inc.",Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus,NYSE
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls,NASDAQ
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt,NASDAQ
